0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
G23	0.1679411	0.2202203	0.1461897	0.0954597	0.1549452	0.1264790	0.1960615	0.1609774	0.1166407	0.6257792	0.1459757	0.1174282	0.1710108	0.0382658	0.0502955	0.1684729	0.1494663	0.1101948	0.0686910	0.0908093	0.0623689	0.0769902	0.0000000	0.1287531	0.1891981	0.1048442	0.1816404	0.0454411	0.1214869	0.1581245	0.1684263	0.1232189	0.1345917	0.1556387	0.0896539	0.6407845	0.6257068	0.1337073	0.1231845	0.0856952	0.0690288	0.0991714	0.1189075	0.1289167	0.1963330	0.5918869	0.1358263	0.1354532	0.1813114	0.1750166	0.1120997	0.1709365	0.1774311	0.1328569	0.1630571	0.0852084	0.0980810	0.1641821	0.0597958	0.0909881	0.0985069	0.1708756	0.1138769	0.1117971	0.0937991	0.1193261	0.2058469	0.0427583	0.1682561	0.0866341	0.1317180	0.0106445	0.0871921	0.1048937	0.1331511	0.0848891	0.1114883	0.0846382	0.1059077	0.0668779	0.1584998	0.1752271	0.1145247	0.0830070	0.1435573	0.1511359	0.1354260	0.1577772	0.1272410	0.1407700	0.0490966	0.0933842	0.0753103	0.1069133	0.1442738	0.0957189	0.0959040	0.0533696	0.1280042	0.1239578
G24	0.1675171	0.0893026	0.1198349	0.2046028	0.1273570	0.0976907	0.1931078	0.1536133	0.0380766	0.5201591	0.1616758	0.0731810	0.1459006	0.0951279	0.1074919	0.1817258	0.1863053	0.2277162	0.0895475	0.1248404	0.1085391	0.0973328	0.0497604	0.0000000	0.0938819	0.1660299	0.1265103	0.0904009	0.1081248	0.1302567	0.1290436	0.1497125	0.1186999	0.2163235	0.0954347	0.6452655	0.6211151	0.3089159	0.0969198	0.1897399	0.0603621	0.2433759	0.2957525	0.3517998	0.1418085	0.5163621	0.1291370	0.1060125	0.1723620	0.1981286	0.0910208	0.1589303	0.0885474	0.1166930	0.1442286	0.0897093	0.1168429	0.1537744	0.0733981	0.0998388	0.1205763	0.1403923	0.3852845	0.0854705	0.0647323	0.0848485	0.1731667	0.0598060	0.1159508	0.1090832	0.1346042	0.0640543	0.1495579	0.1297578	0.3160978	0.0925828	0.0867633	0.0788204	0.1092760	0.1912311	0.2236286	0.0996049	0.1835172	0.1694937	0.0947459	0.1773554	0.0999570	0.1242990	0.1462011	0.1026652	0.0951285	0.1218387	0.0706835	0.1490416	0.1705173	0.1255599	0.1446461	0.1008986	0.1515232	0.1121196
G25	0.1224018	0.0919581	0.1693240	0.1643884	0.0981522	0.1484835	0.1159804	0.1634595	0.1285672	0.3890657	0.0959283	0.1292302	0.1418058	0.1042987	0.1423606	0.1505017	0.1538038	0.1154878	0.1159709	0.2108623	0.0615615	0.1786698	0.0870832	0.1585199	0.0000000	0.1094113	0.1137064	0.1328679	0.1444583	0.1428107	0.1192536	0.1374183	0.1663788	0.0868667	0.1429079	0.3152733	0.3652002	0.1398593	0.0922444	0.1091172	0.0959708	0.1363141	0.1702347	0.1028787	0.1374441	0.3717839	0.1262886	0.1010213	0.1322970	0.0857466	0.1115943	0.2004451	0.1887364	0.1749939	0.1921628	0.1618699	0.1568295	0.0719468	0.1335079	0.1696650	0.0667334	0.1460400	0.1428043	0.1624168	0.1298912	0.1850238	0.1265808	0.0945442	0.1052874	0.1860125	0.0910793	0.1341266	0.0936531	0.0853739	0.1068481	0.1092311	0.1343982	0.1388859	0.1110220	0.1361476	0.1614804	0.1464519	0.3432832	0.1161696	0.3981379	0.1448936	0.1903966	0.1357576	0.0879259	0.1232232	0.1115579	0.1275380	0.1296915	0.1674425	0.1494940	0.1065724	0.0851087	0.1308481	0.1618544	0.1103513
G26	0.7451635	0.5826894	0.5865945	0.5722788	0.6518012	0.6346404	0.6542419	0.6248049	0.7681482	0.6990003	0.6981897	0.6484316	0.6578114	0.5941555	0.5016275	0.5930816	0.5887298	0.6947449	0.5825140	0.7273673	0.6338641	0.6069039	0.6269414	0.7002692	0.5365716	0.0000000	0.5761090	0.6263072	0.5918935	0.5882699	0.5543052	0.6364543	0.6224198	0.6202053	0.6958804	0.6242165	0.5824285	0.7051916	0.8035302	0.6974868	0.7146114	0.6634018	0.5577896	0.6949421	0.5897700	0.6751160	0.5618576	0.5494169	0.7320564	0.6641044	0.5969924	0.6406189	0.5700555	0.6288561	0.5970940	0.7003772	0.6442502	0.7376983	0.6030233	0.5747096	0.5635849	0.6545368	0.5856265	0.7583189	0.6763269	0.7054646	0.5971856	0.6861719	0.6254524	0.7612825	0.6514871	0.7707043	0.6014050	0.7551889	0.6684998	0.5329614	0.7259796	0.6383968	0.6375446	0.6059573	0.6585686	0.5785257	0.7566072	0.6668275	0.6441276	0.6579178	0.7122859	0.5931342	0.6353793	0.6078202	0.5331999	0.6805973	0.5584871	0.6439469	0.5208053	0.5537439	0.6309724	0.6135300	0.5706886	0.6526528
G27	0.4421721	0.3998838	0.5243594	0.4143833	0.4050724	0.4992560	0.4653465	0.5355517	0.5312875	0.3121223	0.5178488	0.5265209	0.4919857	0.4546042	0.4878417	0.4465775	0.5071541	0.5657908	0.5318245	0.4846386	0.5292731	0.5191540	0.4178331	0.5024640	0.4468787	0.0030813	0.0000000	0.4421502	0.5746080	0.5286847	0.4801837	0.5721035	0.3796849	0.4649704	0.4791830	0.5036607	0.4041085	0.4724384	0.5463635	0.4906429	0.4209429	0.4272207	0.3284856	0.3857669	0.4518015	0.4769804	0.3677726	0.3613970	0.3999702	0.5348120	0.4371363	0.3924271	0.4407562	0.4613768	0.4798566	0.4844541	0.3591531	0.6213595	0.4315050	0.3796870	0.4011317	0.4108938	0.5843734	0.5356019	0.4900271	0.3623987	0.3379612	0.4997497	0.4274660	0.4846690	0.4440460	0.4925541	0.4439749	0.5478780	0.4184812	0.4120068	0.4001239	0.4010213	0.3983844	0.4629712	0.5308159	0.4266275	0.4501050	0.3989210	0.4430889	0.3570522	0.3651239	0.4867054	0.4737239	0.4630621	0.4996065	0.5030584	0.5175486	0.4757649	0.4192088	0.4039512	0.4789879	0.5706482	0.3822631	0.4453356
G28	0.2882558	0.3357783	0.3198998	0.2788856	0.2889006	0.3527086	0.3907043	0.3515549	0.3293447	0.3984790	0.3170498	0.3206816	0.3290297	0.3793568	0.3761504	0.2931989	0.2286817	0.2912180	0.3143446	0.3732967	0.3197874	0.4045910	0.2806199	0.3516015	0.3096512	0.4119450	0.2777995	0.0000000	0.2343438	0.3124666	0.2632846	0.2485488	0.3148781	0.3546108	0.3498163	0.3868566	0.2672432	0.3697750	0.3280587	0.3363925	0.3142706	0.3651193	0.4654419	0.4330260	0.3843580	0.3527853	0.3124381	0.3391575	0.2939045	0.3188950	0.4064005	0.3029365	0.2892740	0.3182088	0.2651009	0.4023608	0.2964331	0.3400911	0.3947516	0.3807094	0.3606145	0.4881446	0.4020378	0.5128443	0.3468744	0.4098116	0.2693720	0.2924504	0.3864207	0.3757206	0.3245489	0.3582070	0.3895191	0.3349428	0.3111687	0.3549660	0.2586142	0.3021968	0.2468938	0.3766027	0.4077956	0.3028468	0.3566884	0.2970163	0.3694348	0.3333273	0.2876888	0.3438414	0.3572987	0.1407392	0.5261755	0.6697702	0.4165659	0.3950178	0.3303757	0.3719750	0.2986243	0.3789874	0.3248147	0.3907226
G29	0.1329748	0.2322258	0.1674330	0.1590380	0.1610759	0.1925181	0.1729768	0.1772328	0.1640737	0.6402835	0.2724069	0.2378861	0.2052143	0.1801951	0.1950757	0.2147058	0.2082877	0.2373193	0.1782863	0.1315239	0.1492565	0.1867784	0.1926787	0.1855441	0.1935471	0.0210018	0.1815999	0.1521204	0.0000000	0.1819889	0.1615398	0.2090912	0.2176450	0.1862353	0.1631982	0.5375421	0.5552598	0.2094529	0.1613080	0.1876381	0.1831049	0.2653309	0.1690212	0.1250989	0.2020135	0.6377588	0.2244976	0.1235096	0.1879794	0.1731396	0.1724091	0.1809952	0.2371041	0.2007787	0.1816166	0.2117400	0.1541646	0.1051889	0.1625829	0.2346804	0.1369215	0.2129357	0.1869832	0.1312029	0.1177183	0.1960122	0.1889293	0.1721876	0.2042578	0.1589421	0.1388380	0.1494961	0.1617283	0.2504482	0.1888020	0.1846810	0.1851049	0.1810626	0.1704709	0.2099586	0.2588301	0.1722277	0.1787469	0.1538578	0.1760491	0.1934080	0.1492538	0.1779206	0.1926135	0.1725404	0.2763232	0.1645408	0.1431038	0.1317430	0.2204924	0.1407011	0.1501362	0.1949218	0.1837578	0.1302924
G30	0.4118100	0.3991059	0.4059560	0.4366349	0.4395826	0.4303790	0.4747244	0.4376356	0.3777551	0.4496772	0.4360642	0.3545719	0.3982513	0.5498563	0.5254230	0.4746830	0.3728120	0.4494592	0.5441952	0.3841943	0.4564334	0.3988832	0.4815826	0.4469825	0.3447488	0.0432021	0.4962799	0.6041920	0.4726150	0.0000000	0.4849610	0.4029293	0.5139240	0.4129765	0.4546212	0.4487012	0.5116705	0.4749803	0.5177461	0.4614964	0.4800376	0.5054386	0.4056593	0.4610289	0.4238098	0.4994784	0.4970229	0.4110322	0.4504975	0.4731632	0.4358064	0.3759868	0.3995912	0.4839619	0.6238896	0.3530191	0.4455344	0.5761253	0.4295651	0.3879311	0.4508594	0.4566392	0.3972934	0.5477106	0.4731693	0.4246197	0.4013755	0.3456868	0.4701789	0.4521347	0.4939174	0.4477787	0.5695578	0.4250931	0.4782738	0.4501619	0.4148599	0.4519530	0.3384944	0.4488307	0.4466317	0.4502968	0.4744790	0.4363065	0.4674034	0.4645318	0.4303351	0.4442372	0.5085603	0.4739505	0.4967636	0.4555163	0.3760870	0.3791566	0.4080919	0.4730024	0.4730979	0.5366437	0.4193569	0.4971153
G31	0.2481219	0.2132682	0.1835403	0.2144790	0.1547703	0.1589386	0.1537716	0.1647870	0.2337176	0.0487369	0.2427674	0.2169557	0.2346091	0.1712091	0.1576972	0.1926835	0.1908704	0.1755630	0.1585308	0.2302607	0.2127725	0.1926062	0.1110425	0.1771069	0.2675433	0.0184375	0.1943232	0.1902888	0.1768135	0.2346468	0.0000000	0.1962035	0.1531508	0.1710456	0.2960735	0.2258690	0.2785568	0.2257397	0.1739405	0.2106247	0.2187313	0.1229681	0.0349527	0.0247397	0.1007583	0.2610293	0.1756065	0.1484995	0.1926788	0.2615502	0.2270378	0.1618591	0.2211420	0.2942811	0.2053771	0.1574506	0.1916988	0.2579589	0.2617186	0.1277281	0.2424006	0.0783602	0.2066065	0.2062682	0.1668065	0.1571347	0.2942673	0.2191140	0.3377433	0.1706912	0.2406865	0.1390376	0.2146929	0.2488628	0.2141390	0.2431654	0.1703463	0.1748842	0.2108966	0.2608441	0.2277067	0.2612754	0.1456169	0.2520247	0.2164495	0.2308989	0.2171483	0.2371152	0.1628557	0.1946818	0.1997472	0.1489001	0.1608782	0.2587200	0.1891467	0.2513606	0.1633228	0.2386477	0.1516838	0.1551593
G32	0.0202238	0.0170719	0.0189855	0.0475553	0.0235518	0.0299538	0.0235081	0.0465362	0.0070014	0.0105671	0.0061397	0.0221647	0.0126986	0.0202854	0.0197313	0.0321220	0.0296221	0.0132351	0.0402809	0.0542963	0.0084283	0.0219182	0.0296165	0.0128582	0.0167267	0.6042950	0.0095920	0.0404084	0.0132839	0.0264188	0.0273661	0.0000000	0.0289160	0.0093492	0.0180737	0.0090104	0.0158929	0.0278485	0.0073535	0.0144027	0.0176899	0.0195261	0.0192820	0.0234094	0.0075510	0.0117875	0.0456158	0.1052362	0.0177754	0.0373774	0.0328135	0.0167022	0.0169236	0.0157941	0.0234892	0.0165370	0.0103081	0.0226911	0.0151065	0.0201895	0.0203605	0.0322568	0.0119379	0.0221387	0.0216904	0.0090631	0.0250699	0.0255241	0.0191266	0.0174071	0.0188364	0.0038962	0.0086479	0.0089611	0.0109504	0.0147792	0.0211908	0.0313862	0.0148309	0.0084542	0.0402851	0.0299364	0.0298683	0.0091998	0.0374542	0.0409416	0.0050370	0.0112719	0.0263714	0.0278651	0.0536141	0.0300953	0.0044576	0.0112738	0.0053042	0.0151107	0.0282065	0.0372669	0.0234767	0.0139321
G33	0.2303204	0.1569666	0.1468852	0.1945085	0.2288195	0.2377514	0.1718298	0.2259707	0.1962407	0.1861335	0.1832018	0.2124363	0.2169948	0.2262064	0.2274426	0.2278133	0.2122844	0.1917748	0.1519631	0.3001811	0.1692633	0.2072892	0.2200281	0.1609063	0.3057338	0.6441500	0.1783482	0.2015523	0.2418048	0.1223453	0.2083505	0.2703243	0.0000000	0.2096291	0.1958468	0.1554445	0.1193905	0.1603766	0.2022917	0.2192715	0.2379813	0.2123056	0.2026574	0.1559997	0.1832354	0.1649711	0.2073447	0.1970133	0.2664918	0.1949454	0.1846226	0.2512985	0.1961549	0.2206922	0.1629798	0.1471541	0.2056290	0.1804267	0.1667360	0.2210812	0.1820853	0.2039235	0.1906088	0.1731454	0.2305420	0.2151103	0.1642589	0.2370142	0.2437260	0.1958666	0.2141599	0.1525316	0.2082505	0.1727143	0.2036462	0.1268912	0.2443532	0.2495477	0.1942007	0.2047933	0.2462755	0.2269868	0.2126173	0.2048867	0.2569533	0.2232910	0.2175708	0.2191120	0.1699823	0.2068206	0.2624369	0.2307679	0.1844565	0.1555065	0.2159279	0.3258486	0.2022066	0.1784291	0.2628214	0.1986477
G34	0.1232326	0.1220797	0.0924195	0.1007176	0.1111163	0.1449602	0.1131739	0.0667491	0.0971536	0.1279196	0.1329919	0.1230191	0.1254153	0.1021565	0.1112806	0.1091179	0.1099524	0.1117575	0.1099260	0.1154442	0.1522017	0.1382925	0.1061299	0.0618454	0.0882864	0.7237473	0.0671399	0.0821106	0.0651416	0.0969060	0.1360038	0.0839530	0.1176625	0.0000000	0.1274128	0.1453278	0.0756418	0.0857034	0.1524018	0.1549728	0.1228725	0.1372036	0.0828634	0.0998889	0.1584128	0.1150258	0.0955561	0.1034476	0.1327829	0.1021580	0.1030474	0.0849675	0.0919773	0.1292808	0.1477267	0.1439333	0.1234641	0.0933261	0.0932177	0.1313409	0.0951797	0.0691440	0.0987773	0.1091273	0.1324146	0.1561830	0.1052898	0.0944671	0.1229337	0.1179524	0.1257932	0.1164331	0.1050400	0.1026234	0.1410510	0.1419142	0.0620189	0.0970818	0.1340754	0.1141122	0.1094009	0.1362165	0.0871211	0.1785382	0.1133912	0.1301291	0.1135106	0.1214459	0.1100732	0.1236203	0.1046061	0.1156414	0.1555123	0.1857384	0.1008104	0.0968130	0.1227188	0.0769332	0.0926729	0.1129397
G35	0.6193266	0.5550930	0.6420245	0.5864539	0.7086823	0.6468642	0.6664733	0.7043419	0.6573404	0.7028270	0.7567617	0.6229976	0.5970480	0.6306439	0.5866928	0.6623244	0.7100900	0.5670476	0.5943134	0.7202074	0.7445202	0.4612114	0.5583643	0.7134459	0.5939437	0.0583744	0.6262839	0.6208241	0.5643769	0.5874067	0.6846134	0.5501838	0.5792193	0.7159833	0.0000000	0.5622943	0.6426436	0.5596497	0.5945253	0.4865082	0.5611321	0.5773719	0.5860543	0.5576140	0.5885937	0.5721625	0.5835043	0.7000363	0.6269405	0.5457478	0.6256318	0.5654663	0.5805090	0.5435032	0.6314055	0.6453314	0.5420820	0.6128979	0.6280479	0.5456194	0.6225053	0.6329548	0.6290943	0.6514085	0.6096770	0.7023171	0.7486879	0.6124264	0.6859758	0.5701892	0.7517774	0.5290831	0.5770392	0.7566142	0.7176929	0.7298586	0.7256821	0.6720072	0.6739299	0.5885718	0.5501835	0.6573922	0.5391270	0.5739445	0.6465672	0.6563219	0.8299706	0.6577336	0.6061461	0.6042268	0.5395261	0.6143483	0.5836170	0.5955491	0.5855657	0.5635418	0.6439041	0.6431967	0.5438178	0.5464715
G36	0.6055145	0.7353222	0.6010226	0.5468653	0.6094881	0.7233728	0.6881842	0.6827553	0.6220378	0.6583904	0.5983750	0.5740911	0.5840236	0.6493276	0.5915595	0.6678865	0.5593852	0.5454852	0.5322046	0.7010011	0.6263056	0.6575069	0.5596619	0.5943190	0.6995310	0.6478639	0.6402456	0.6331926	0.7096522	0.6917337	0.6144485	0.6091551	0.6779149	0.5350251	0.6444346	0.0000000	0.5890101	0.6841087	0.6689733	0.5825472	0.6539143	0.7531312	0.6058707	0.5805411	0.7087500	0.6569581	0.6350665	0.5917377	0.5187896	0.5988025	0.7317120	0.6378867	0.5749870	0.5663144	0.6788928	0.6209737	0.6065893	0.5908443	0.5542909	0.7358825	0.6220218	0.4970530	0.6535767	0.7160874	0.6197600	0.6327393	0.6850628	0.6488477	0.7251731	0.6318482	0.5649747	0.6129400	0.5630753	0.5358470	0.7352848	0.6784629	0.6593712	0.6436012	0.5958130	0.6661986	0.7257957	0.7551503	0.5102899	0.6655194	0.6150720	0.7235050	0.6458181	0.5834594	0.5468779	0.6037207	0.6123108	0.7182059	0.6394749	0.5948167	0.5217507	0.8259661	0.6354770	0.5396438	0.5881077	0.4762843
G37	0.5795862	0.5523202	0.6315399	0.6427308	0.5707331	0.6258100	0.6078104	0.5899142	0.6532670	0.0013623	0.6100683	0.6004212	0.6771769	0.5954582	0.6419869	0.6331153	0.6838117	0.6239607	0.4956517	0.5713108	0.5705031	0.7082665	0.5545788	0.6341819	0.6389903	0.6068186	0.6392429	0.5754086	0.6408540	0.6617623	0.6375010	0.6405289	0.6073752	0.6226827	0.5782477	0.0044547	0.0000000	0.5960290	0.6513769	0.6040807	0.6253856	0.7249157	0.5947082	0.6582302	0.6676903	0.0027171	0.7852732	0.6445328	0.7953541	0.6439674	0.6173651	0.5274716	0.5954824	0.7434860	0.7115971	0.6226955	0.7135801	0.7288607	0.5584397	0.7248114	0.5990307	0.5340951	0.7069633	0.5663079	0.5921143	0.6434718	0.5951395	0.5732661	0.5399637	0.6348926	0.5714228	0.5086339	0.7068200	0.6711500	0.6608924	0.5815668	0.6034618	0.5825479	0.6194760	0.6504986	0.6043516	0.6349860	0.5969976	0.6740016	0.5708306	0.6543768	0.5607819	0.7479992	0.5843133	0.6731853	0.6146197	0.6719377	0.6312908	0.6250260	0.6001124	0.5299897	0.6936974	0.6265110	0.6181085	0.6404746
G38	0.0940638	0.1063270	0.1298842	0.1146024	0.0759919	0.0842820	0.0654062	0.0653845	0.1346055	0.1594568	0.0818648	0.1023466	0.0774489	0.1147580	0.1314757	0.0784864	0.0844864	0.0801391	0.1095835	0.1113772	0.1326813	0.0873394	0.1099026	0.1175674	0.1191731	0.0985643	0.0728436	0.1153994	0.0898059	0.1115093	0.1040895	0.1417177	0.0806454	0.1148471	0.0919454	0.0864147	0.0934323	0.0000000	0.0680073	0.0951947	0.1025633	0.0619506	0.1076211	0.0780141	0.0807949	0.0945103	0.0857814	0.0693586	0.1069606	0.0898654	0.0734016	0.1084833	0.1232262	0.1278219	0.0909593	0.0740882	0.0956964	0.1088121	0.1026848	0.0982002	0.0779084	0.0703630	0.0892287	0.1008795	0.1014921	0.0849745	0.0712991	0.0932581	0.1173054	0.0960439	0.1152517	0.1303944	0.0804726	0.0869683	0.1458783	0.1047424	0.1017771	0.0886553	0.1247419	0.0715865	0.0631635	0.1310953	0.5106879	0.0894135	0.7120666	0.1162178	0.1087744	0.0897588	0.0975223	0.1165478	0.0607533	0.1264564	0.1138886	0.0836423	0.1153976	0.0995232	0.1239479	0.0954340	0.0584007	0.1177393
G39	0.0497633	0.0469751	0.0314326	0.0440594	0.0586058	0.0292354	0.0605115	0.0881724	0.0984588	0.0678537	0.0545553	0.0955005	0.0403357	0.0584332	0.0581681	0.0485108	0.0386913	0.0358685	0.0482372	0.0524319	0.0433022	0.0619874	0.0711561	0.0739584	0.0593344	0.0858754	0.0662738	0.0750393	0.0512067	0.0340017	0.0473685	0.0529307	0.0744062	0.0650614	0.0445916	0.0644183	0.0431542	0.0275122	0.0000000	0.0698753	0.0349676	0.0498761	0.0703318	0.0615842	0.0796180	0.0639234	0.0802839	0.0699887	0.0664210	0.0682871	0.0824334	0.0587517	0.0518822	0.0575819	0.0756280	0.0411359	0.0484938	0.0544121	0.0443120	0.0706540	0.1162468	0.0683388	0.0889544	0.0573347	0.0471934	0.0574480	0.0294177	0.0643178	0.0356906	0.0645001	0.0433743	0.0497024	0.0613770	0.0483795	0.0715040	0.0406810	0.0376438	0.0455728	0.0433451	0.0682061	0.1034341	0.0572979	0.4805192	0.0613152	0.4283344	0.0651384	0.0843141	0.0652996	0.0588545	0.0657725	0.0568116	0.0570785	0.0651540	0.0706297	0.0390000	0.0431274	0.0809829	0.0752734	0.0650695	0.0512404
G40	0.7342440	0.5409898	0.5636433	0.5770319	0.6669807	0.6565448	0.6322509	0.5427039	0.6613258	0.6245136	0.5940272	0.6618426	0.6357241	0.6005823	0.6469037	0.6576896	0.5662166	0.8003348	0.6283753	0.6080384	0.6771771	0.7197714	0.6405463	0.6957154	0.6361537	0.6870014	0.6516004	0.5797959	0.7268259	0.6246324	0.5842508	0.5744591	0.5218425	0.6320095	0.5961089	0.6944710	0.7122364	0.6567477	0.4622099	0.0000000	0.6661100	0.6222278	0.5715300	0.8745371	0.6270468	0.5323501	0.7799420	0.6256492	0.5798890	0.6358553	0.7761918	0.5968089	0.6887267	0.7453206	0.6851915	0.6551720	0.6398462	0.6432649	0.6121064	0.6778901	0.5885127	0.5168306	0.7144925	0.6021726	0.5746262	0.6076780	0.6138495	0.6148656	0.6419306	0.7888615	0.6434608	0.6638861	0.7581128	0.7115053	0.6097201	0.6397575	0.5892181	0.5282501	0.6969893	0.6763924	0.5125884	0.6347803	0.6114823	0.5389505	0.5314447	0.6997938	0.6413826	0.6274736	0.5751070	0.6502569	0.6435077	0.5841435	0.6636400	0.5988104	0.5535305	0.7088056	0.6573665	0.5706533	0.6115668	0.6439598
G41	0.0370684	0.0388487	0.0255405	0.0449379	0.0435023	0.0438784	0.0268778	0.0388497	0.0199021	0.0351687	0.0468671	0.0501441	0.0305242	0.0551160	0.0287639	0.0630358	0.0542588	0.0302099	0.0264491	0.0351060	0.0839801	0.0381610	0.0617601	0.0370284	0.0263124	0.0911556	0.0299692	0.0529765	0.0508780	0.0450442	0.0389129	0.0982654	0.0442816	0.0801252	0.0298473	0.0302606	0.0743049	0.0861779	0.0373740	0.4797829	0.0000000	0.0938763	0.0382778	0.0505796	0.0421756	0.0375136	0.0370805	0.0282924	0.0370629	0.0585456	0.0805054	0.0308663	0.0584097	0.0459415	0.0448000	0.0407909	0.0586632	0.0446578	0.0282803	0.0569933	0.0280765	0.0687152	0.0829093	0.0470140	0.0364255	0.0697155	0.0418891	0.0186105	0.0323199	0.0282321	0.0472241	0.0583763	0.0310755	0.0428320	0.0569519	0.0427048	0.0300484	0.0426237	0.0270838	0.0487985	0.0351650	0.0465327	0.0346521	0.0303840	0.0271166	0.0207707	0.0676250	0.0471911	0.0451411	0.0490131	0.0504918	0.0472666	0.0963427	0.0260269	0.0464631	0.0645217	0.0714564	0.0523362	0.0392681	0.0508548
G42	0.6046163	0.6576206	0.6100644	0.6817553	0.6738286	0.6407686	0.6187426	0.6203704	0.6317775	0.6342148	0.6336766	0.6343351	0.6426363	0.7517221	0.7893027	0.6023752	0.6488271	0.5618077	0.6833524	0.5657528	0.6875293	0.6543730	0.5969350	0.6934425	0.5098567	0.7793098	0.6084174	0.5596337	0.6435108	0.5299459	0.6270484	0.6238062	0.7646559	0.6661393	0.7089542	0.7032363	0.6305056	0.5884755	0.5820376	0.7223782	0.7188842	0.0000000	0.6549940	0.4742808	0.7021058	0.6640235	0.6748319	0.6242555	0.6600758	0.6675433	0.5425648	0.5452706	0.7284863	0.6204704	0.7524016	0.6559030	0.6339957	0.6358470	0.5534920	0.7483742	0.6464763	0.6245357	0.5612898	0.6179844	0.5686786	0.7107319	0.8211201	0.5649871	0.6548854	0.5759135	0.5634264	0.5626831	0.5721901	0.5770747	0.6539787	0.7718166	0.7439017	0.6682488	0.6948787	0.6182605	0.6096872	0.5127575	0.6353597	0.5913424	0.6097593	0.6486345	0.6655848	0.6264716	0.7726779	0.6090738	0.6396149	0.6000814	0.7095893	0.5786734	0.6016941	0.7663654	0.6819035	0.6373764	0.6078034	0.5540156
G43	0.6139593	0.6625700	0.7180728	0.6059314	0.6594074	0.6109742	0.5678100	0.5540614	0.6346482	0.5280389	0.5637145	0.7249059	0.6359861	0.6159334	0.5378837	0.6328857	0.6960861	0.6411789	0.5878441	0.6344783	0.6130209	0.5187438	0.6287850	0.6529502	0.5285369	0.6390563	0.5732821	0.6213274	0.5747430	0.6250380	0.5927495	0.5926742	0.7178349	0.6416354	0.6745729	0.6375678	0.6850951	0.7567803	0.6930950	0.5209078	0.6060761	0.6176715	0.0000000	0.6309968	0.5904684	0.6512941	0.7775745	0.7628166	0.6177163	0.5711571	0.7036701	0.6415533	0.6595539	0.8513896	0.5519290	0.5907344	0.6205234	0.5562655	0.5230493	0.6752119	0.7509535	0.6728704	0.5829203	0.6766896	0.6813862	0.6360795	0.6841335	0.5953746	0.5315262	0.7094453	0.6560157	0.5563789	0.6383833	0.6185250	0.7392040	0.5820658	0.5589430	0.6574934	0.5991617	0.5796860	0.6085062	0.7183557	0.6768898	0.6324199	0.6815359	0.6498161	0.5725302	0.6851891	0.6313237	0.6503012	0.6091263	0.5937137	0.5885061	0.7376897	0.5582776	0.6251465	0.5701809	0.5973840	0.6862445	0.5151961
G44	0.5603221	0.5314822	0.4988024	0.5927781	0.4373167	0.4839397	0.5890585	0.4001162	0.4652068	0.4083950	0.5320892	0.5824771	0.4176384	0.4831422	0.5035667	0.4439800	0.5450660	0.5339635	0.4532749	0.5782469	0.4875648	0.4962777	0.4111107	0.5434078	0.5649634	0.5434880	0.4567821	0.4825461	0.4507239	0.5461225	0.4184909	0.4460277	0.5697699	0.4083257	0.5025174	0.5793368	0.5511841	0.4494260	0.5388603	0.4450217	0.4566099	0.4467466	0.0219125	0.0000000	0.3077287	0.5794476	0.5196739	0.6075794	0.4576459	0.4990678	0.5027657	0.6844112	0.4482489	0.4825292	0.4586578	0.5234153	0.6720116	0.4949463	0.4403072	0.4536747	0.4463860	0.3183031	0.5095493	0.5605275	0.5464958	0.4801423	0.5040608	0.6495009	0.5477875	0.4270039	0.4597410	0.4576156	0.5595594	0.4541161	0.4904917	0.4854787	0.5147013	0.4464185	0.5248754	0.6225977	0.5008966	0.6065962	0.4384072	0.4411938	0.5487717	0.6264394	0.5216321	0.4637966	0.5249500	0.4539308	0.6177205	0.4757104	0.4388653	0.5091016	0.5262495	0.5542847	0.5063432	0.4378438	0.4160730	0.5645746
